kit,system,system_label,token_nll,token_ppl,token_acc,rmse,mae,mr_stft_sc,env_rms_corr,tter_db_mae,onset_precision,onset_recall,onset_f1,fad
Studio (Live Room),encodec,encodec_allkits,1.9682889244746806,9.059917292334125,0.4767509351140941,0.013601910827309672,0.006557645815598743,0.8408213710202331,0.7009860284822088,1.2064176881285067,0.7582183729612746,0.7169224251003918,0.715182611151413,
Studio (Live Room),xcodec,xcodec_allkits,4.552996378731032,116.78237640133607,0.11268672267540175,0.0206060112521506,0.009887021751134251,1.2966556292991573,0.5568211698436947,2.003530706979369,0.7636067331315008,0.6481850925137317,0.6768729897315375,
Super Boom (Layered),dac,dac_allkits,6.103643110776384,498.92933807707834,0.047734747482412056,0.0165897290913833,0.008238589039547835,0.9623475110560095,0.5826032785060745,2.1103112927754886,0.7281068738126637,0.707943544933873,0.6943120033823219,
Super Boom (Layered),encodec,encodec_allkits,1.9130284704003713,8.485058652381422,0.4764911126225983,0.018642390825115856,0.00922393900567662,0.8067778353808529,0.6698445868952522,1.3440637142139193,0.8060102158784774,0.672064418729859,0.7172837988196485,
Super Boom (Layered),xcodec,xcodec_allkits,4.328601815880573,94.7097437086135,0.13012639742836485,0.031254252701347095,0.014098523547804916,1.487369392957071,0.5693244948874803,3.2230797972171765,0.7889599431105734,0.5905258757204063,0.6563723132848625,
Tight Prog,dac,dac_allkits,6.250970101452038,552.5584314514231,0.034001242466116216,0.03806113995029652,0.017867623768206525,1.0253648718024237,0.6271729185484303,1.5986699561557096,0.7755547990814419,0.6987592044190902,0.7147280488974618,
Tight Prog,encodec,encodec_allkits,2.5216480921985904,16.89157369749408,0.36925784895480884,0.04042696681310328,0.01926566589047186,0.7998715839619791,0.7020666920219527,1.4285864755105968,0.7975373787898489,0.6620003166884112,0.6950254582016385,
Tight Prog,xcodec,xcodec_allkits,4.630918435526358,122.79459300187743,0.1062968142775705,0.05865441829117196,0.026604301564022374,1.2720733165454299,0.6655130044547874,2.8148015937274318,0.8094792989132424,0.6016875443091965,0.6722956683852316,
Unplugged,dac,dac_allkits,6.185941419892328,525.243387973205,0.04246418094184496,0.0167936916459548,0.008047486011537867,1.0480348188286344,0.6517505671128802,1.7405521331374851,0.7651711919794868,0.6273419172500561,0.6600844049318392,
Unplugged,encodec,encodec_allkits,1.9402251172143894,8.434698297898967,0.46965628973943413,0.016207344765039527,0.007987396828908123,0.8373925677162214,0.7257207057934497,1.0616737427935632,0.7853613949306766,0.6256867538331519,0.6701396189484432,
Unplugged,xcodec,xcodec_allkits,4.378183231250454,92.96142941228236,0.12629679934084748,0.025805273927422764,0.013390177074890501,1.5535775458607874,0.5613014249104344,1.3533983974182473,0.8161652095433924,0.6257319882555442,0.6818345985810632,
Warmer Funk,dac,dac_allkits,5.89021055110532,429.1061824132233,0.07586879756264785,0.014957683015493606,0.006057531235349312,0.995556547453133,0.6461620278994982,1.8618327195502329,0.7545461065389116,0.7038464777150167,0.711789578024283,
Warmer Funk,encodec,encodec_allkits,1.8911071642892312,8.989284178764189,0.5017598745489095,0.01637082821718473,0.00676085245062164,0.8471750710285715,0.7042013235010729,1.8478896191495904,0.7669323243964671,0.7309325573023304,0.7313267261041457,
Warmer Funk,xcodec,xcodec_allkits,4.444464000875398,110.42375704262176,0.12207843022586229,0.02673342235580198,0.010671481897319937,1.566012872030547,0.6423201583702498,1.9632715448054279,0.7855314590530778,0.6242236657220617,0.6790298687187231,
